"","treatment","timestep","comp","plot_id","tree_carbon","understory_carbon","fuels_carbon","soil_carbon","all_carbon","treatment_factor","timestep_factor"
"1","burn","post_18",60,"0060-00021",157.98342068231,0.128919375,14.884521974132,46.3876696817035,219.384531713145,"burn","post_18"
"2","burn","post_18",60,"0060-00027",90.4070113969824,0.773516248,18.18415804275,42.1603918798549,151.525077567587,"burn","post_18"
"3","burn","post_18",60,"0060-00101",103.607063036167,0,34.457618582665,113.264986420834,251.329668039666,"burn","post_18"
"4","burn","post_18",60,"0060-00102",188.202703774577,0.773516248,108.089244328804,82.0579080107472,379.123372362128,"burn","post_18"
"5","burn","post_18",60,"0060-00103",143.424270620799,3.249268241,29.94957143546,82.7010160775189,259.324126374778,"burn","post_18"
"6","burn","post_18",60,"0060-00104",138.411746992626,0,14.74698933314,46.5167341858071,199.675470511574,"burn","post_18"
"7","burn","post_18",60,"0060-00105",167.010846519911,0,21.396606643109,58.6567683562514,247.064221519271,"burn","post_18"
"8","burn","post_18",60,"0060-00106",184.806641725829,0,47.68732057333,74.3972687637963,306.891231062955,"burn","post_18"
"9","burn","post_18",60,"0060-00107",91.0701608132328,0.773516248,28.20646102852,74.4987653309228,194.548903420676,"burn","post_18"
"10","burn","post_18",60,"0060-00109",269.863332143533,0,24.956006372873,67.6186922104511,362.438030726858,"burn","post_18"
"11","burn","post_18",60,"0060-00111",165.662293156629,0,60.042046082765,62.9259140616557,288.63025330105,"burn","post_18"
"12","burn","post_18",60,"0060-00112",152.105901239977,0,20.343824626895,59.5633701437011,232.013096010573,"burn","post_18"
"13","burn","post_18",60,"0060-00113",175.247970545215,3.248768241,24.725495505553,49.322664782388,252.544899074156,"burn","post_18"
"14","burn","post_18",60,"0060-00114",244.717984862947,0.773516248,26.419066709124,77.3846763092308,349.295244129302,"burn","post_18"
"15","burn","post_18",60,"0060-00116",149.705196645433,3.248768241,23.25712440347,58.6633380992007,234.874427389104,"burn","post_18"
"16","burn","post_18",60,"0060-00117",262.680049764128,0.773516248,18.567032806375,93.8184833720337,375.839082190537,"burn","post_18"
"17","burn","post_18",60,"0060-00119",276.414723378137,0,29.91532645779,98.8992489264119,405.229298762339,"burn","post_18"
"18","burn","post_18",340,"0340-00006",182.235228413003,0.607414266,16.105536856333,51.2900740971871,250.238253632523,"burn","post_18"
"19","burn","post_18",340,"0340-00013",159.125708993608,0,33.678921107948,51.9861439703161,244.790774071872,"burn","post_18"
"20","burn","post_18",340,"0340-00024",308.818356479829,0,59.846377150705,33.0133077417828,401.678041372317,"burn","post_18"
"21","burn","post_18",340,"0340-00025",138.876300637277,0,45.19303245744,77.2124402893052,261.281773384022,"burn","post_18"
"22","burn","post_18",340,"0340-00026",81.7427975687073,0,18.541752945795,46.305990632156,146.590541146658,"burn","post_18"
"23","burn","post_18",340,"0340-00103",241.204044526264,3.856182507,68.8972766903615,73.4576507606624,387.415154484288,"burn","post_18"
"24","burn","post_18",340,"0340-00104",171.831863629549,0.773516248,24.451705389235,67.2400533340964,264.29713860088,"burn","post_18"
"25","burn","post_18",340,"0340-00108",124.085739468232,0,24.854519527826,58.1140681209996,207.054327117058,"burn","post_18"
"26","burn","post_18",340,"0340-00109",137.995537403621,0,13.99834501267,79.0736259941077,231.067508410399,"burn","post_18"
"27","burn","post_18",340,"0340-00111",109.630620670922,0.773516248,49.748898007355,46.0273161837286,206.180351110006,"burn","post_18"
"28","burn","post_18",340,"0340-00112",462.602722949519,0,13.74486676036,40.2384898132516,516.58607952313,"burn","post_18"
"29","burn","post_18",340,"0340-00113",185.558412040258,0.230155086,29.6952957006185,45.8420179426765,261.325880769553,"burn","post_18"
"30","burn","post_18",340,"0340-00114",224.871246759644,0.101235711,65.662022490945,59.2022000596051,349.836705021194,"burn","post_18"
"31","burn","post_18",340,"0340-00115",161.274130237324,0.129419375,27.785087880239,75.4371602652148,264.625797757778,"burn","post_18"
"32","burn","post_18",340,"0340-00116",192.722237397674,5e-04,32.349463361881,53.5281190554812,278.600319815036,"burn","post_18"
"33","burn","post_18",340,"0340-00117",180.131664001861,0.128919375,33.819486294373,47.2175466215919,261.297616292825,"burn","post_18"
"34","burn","post_18",340,"0340-00121",241.168707498865,3.856182507,17.84619388254,61.3300257634793,324.201109651884,"burn","post_18"
"35","burn","post_18",340,"0340-00122",153.279150635323,0,26.25733218025,71.5133492954542,251.049832111027,"burn","post_18"
"36","burn","post_18",340,"0340-00123",355.171821123104,0.129419375,4.222514665146,59.7172733292119,419.241028492462,"burn","post_18"
"37","burn","post_18",340,"0340-00124",148.347318798596,0.0126,102.67279089752,66.6585316152636,317.69124131138,"burn","post_18"
"38","burn","post_18",400,"0400-00002",85.8854274704697,0.128919375,30.896058254435,52.5857424657265,169.496147565631,"burn","post_18"
"39","burn","post_18",400,"0400-00009",182.468247316661,0,17.4930732046205,57.3996007137829,257.360921235064,"burn","post_18"
"40","burn","post_18",400,"0400-00022",245.352591609442,0,12.340757236456,52.5973443792965,310.290693225195,"burn","post_18"
"41","burn","post_18",400,"0400-00023",80.6813685372738,0,20.496177213787,59.7649347597337,160.942480510794,"burn","post_18"
"42","burn","post_18",400,"0400-00024",281.659322044818,0.129419375,26.13096911437,41.0031167172133,348.922827251401,"burn","post_18"
"43","burn","post_18",400,"0400-00101",176.780290699478,0,12.823794975813,58.2299065332949,247.833992208586,"burn","post_18"
"44","burn","post_18",400,"0400-00102",125.106754895519,0,22.47315599381,48.0308887832038,195.610799672533,"burn","post_18"
"45","burn","post_18",400,"0400-00103",237.586869305993,0.773516248,14.3648028523245,80.0965806525663,332.821769058884,"burn","post_18"
"46","burn","post_18",400,"0400-00104",146.331447570321,0.773516248,13.9214072858,53.6329852704356,214.659356374556,"burn","post_18"
"47","burn","post_18",400,"0400-00105",302.919706671609,0,10.8986537743295,72.6746109951495,386.492971441087,"burn","post_18"
"48","burn","post_18",400,"0400-00106",415.161602051814,0,11.4361369001235,46.3868439027769,472.984582854714,"burn","post_18"
"49","burn","post_18",400,"0400-00108",227.004073257026,0,9.790719768786,49.994015945338,286.78880897115,"burn","post_18"
"50","burn","post_18",400,"0400-00109",206.853733537128,0,13.376921410513,45.343409810888,265.574064758528,"burn","post_18"
"51","burn","post_18",400,"0400-00110",226.642831315841,0,10.623661579534,53.8610960462666,291.127588941642,"burn","post_18"
"52","burn","post_18",400,"0400-00116",186.927882862737,1.381430514,18.308224028497,64.2996848154398,270.917222220674,"burn","post_18"
"53","burn","post_18",400,"0400-00118",161.436588484938,0.773516248,15.78554967303,60.356779614493,238.352434020461,"burn","post_18"
"54","burn","post_18",400,"0400-00119",96.8098550440407,0.736833641,26.72325457104,57.5088218131121,181.778765069193,"burn","post_18"
"55","burn","post_18",400,"0400-00120",234.462397178639,0.129419375,13.365833423599,53.4314204794968,301.389070456735,"burn","post_18"
"56","burn","post_18",400,"0400-00121",290.264953810922,0,13.4904043548525,45.8560631024118,349.611421268186,"burn","post_18"
"57","burn","pre_treatment",60,"0060-00021",148.942893046273,0,47.85938480945,71.1585462594549,267.960824115178,"burn","pre_treatment"
"58","burn","pre_treatment",60,"0060-00027",56.8817566108277,0.773516248,36.784108270868,57.7537129387807,152.193094068476,"burn","pre_treatment"
"59","burn","pre_treatment",60,"0060-00101",76.1887622545748,0.101235711,72.041665676915,66.1655321814929,214.497195823983,"burn","pre_treatment"
"60","burn","pre_treatment",60,"0060-00102",211.090586968245,0.101235711,70.935119114605,63.3658131331568,345.492754927007,"burn","pre_treatment"
"61","burn","pre_treatment",60,"0060-00103",112.951370535723,1.002708664,36.593216077215,60.2316158295644,210.778911106502,"burn","pre_treatment"
"62","burn","pre_treatment",60,"0060-00104",70.2404944810185,2.851940004,63.19575758288,59.3794067190324,195.667598786931,"burn","pre_treatment"
"63","burn","pre_treatment",60,"0060-00105",125.404528432227,0.202971422,38.765202424895,60.6435654318706,225.016267710993,"burn","pre_treatment"
"64","burn","pre_treatment",60,"0060-00106",134.436941332909,0,79.79754697748,70.0123014704735,284.246789780862,"burn","pre_treatment"
"65","burn","pre_treatment",60,"0060-00107",65.6578101920386,1.344098405,35.560141965375,70.580171128029,173.142221690443,"burn","pre_treatment"
"66","burn","pre_treatment",60,"0060-00109",192.297396262763,0,39.3259794816365,49.3009803979456,280.924356142346,"burn","pre_treatment"
"67","burn","pre_treatment",60,"0060-00111",113.223392585149,0.435126508,69.704145797295,57.7490701742458,241.11173506469,"burn","pre_treatment"
"68","burn","pre_treatment",60,"0060-00112",113.952471746209,0.402370483,33.01439788572,64.571847810981,211.94108792591,"burn","pre_treatment"
"69","burn","pre_treatment",60,"0060-00113",113.219039882626,0.103235711,38.191255242011,61.2906827896119,212.804213625249,"burn","pre_treatment"
"70","burn","pre_treatment",60,"0060-00114",336.495153758263,0.573251195,58.971873931735,73.3072650921169,469.347543977114,"burn","pre_treatment"
"71","burn","pre_treatment",60,"0060-00116",152.70698033525,1.26615512,41.86722240562,81.6915615432954,277.531919404165,"burn","pre_treatment"
"72","burn","pre_treatment",60,"0060-00117",185.640688017997,1.678561563,18.307730488207,56.8183245452452,262.445304614449,"burn","pre_treatment"
"73","burn","pre_treatment",60,"0060-00119",206.621920960029,0.204971422,66.74611919367,58.9087642450276,332.481775820727,"burn","pre_treatment"
"74","burn","pre_treatment",340,"0340-00006",125.617724121979,3.287473558,25.383471199375,49.0491337425385,203.337802621893,"burn","pre_treatment"
"75","burn","pre_treatment",340,"0340-00013",133.288254172902,0.708649977,39.4669627508915,38.0288240613257,211.492690962119,"burn","pre_treatment"
"76","burn","pre_treatment",340,"0340-00024",226.160215786682,0,48.99930460986,57.4081496821619,332.567670078704,"burn","pre_treatment"
"77","burn","pre_treatment",340,"0340-00025",74.4424745303345,0,43.9168210082495,77.3326125361698,195.691908074754,"burn","pre_treatment"
"78","burn","pre_treatment",340,"0340-00026",132.586639082992,0.101735711,43.1225233011085,45.2773337521734,221.088231847274,"burn","pre_treatment"
"79","burn","pre_treatment",340,"0340-00103",235.742060677538,0.203971422,63.208977471365,47.867055798548,347.022065369451,"burn","pre_treatment"
"80","burn","pre_treatment",340,"0340-00104",115.119045416198,2.9550104,49.90940693364,50.4296722055208,218.413134955358,"burn","pre_treatment"
"81","burn","pre_treatment",340,"0340-00108",81.8454940925122,0.980194039,36.672825744254,55.5594709984422,175.057984874208,"burn","pre_treatment"
"82","burn","pre_treatment",340,"0340-00109",86.1548440381341,0.303134772,9.716687097553,48.5066128167463,144.681278724433,"burn","pre_treatment"
"83","burn","pre_treatment",340,"0340-00111",155.092448071189,0,127.605383311275,56.1884228022301,338.886254184694,"burn","pre_treatment"
"84","burn","pre_treatment",340,"0340-00112",440.662678267074,0.102235711,45.7804064803,45.7927714198856,532.338091878259,"burn","pre_treatment"
"85","burn","pre_treatment",340,"0340-00113",260.031158864205,0.102735711,70.217458325765,42.3267950032917,372.678147904262,"burn","pre_treatment"
"86","burn","pre_treatment",340,"0340-00114",195.414425398412,1.420227593,64.825464084725,50.7560052814869,312.416122357623,"burn","pre_treatment"
"87","burn","pre_treatment",340,"0340-00115",77.573164562608,0,20.559307631478,63.6072388697283,161.739711063814,"burn","pre_treatment"
"88","burn","pre_treatment",340,"0340-00116",173.535717200747,1.013784749,16.452009475813,55.469905993744,246.471417419304,"burn","pre_treatment"
"89","burn","pre_treatment",340,"0340-00117",182.599224361123,1.429154755,24.0516163677875,47.1137498033428,255.193745287254,"burn","pre_treatment"
"90","burn","pre_treatment",340,"0340-00121",172.578659126526,5.17375952,27.504542520395,45.8084134827694,251.06537464969,"burn","pre_treatment"
"91","burn","pre_treatment",340,"0340-00122",139.979525899279,0.979194039,90.06164290711,51.844384381797,282.864747227186,"burn","pre_treatment"
"92","burn","pre_treatment",340,"0340-00123",231.921806481441,0.575251195,20.41090827283,52.3303936453826,305.238359594654,"burn","pre_treatment"
"93","burn","pre_treatment",340,"0340-00124",131.445237228661,0.122127543,80.46143963424,62.9899696520794,275.018774057981,"burn","pre_treatment"
"94","burn","pre_treatment",400,"0400-00002",92.2602426834873,0,10.584473605147,66.1885977967459,169.03331408538,"burn","pre_treatment"
"95","burn","pre_treatment",400,"0400-00009",161.323522851228,0,35.155387405682,58.2368728056807,254.715783062591,"burn","pre_treatment"
"96","burn","pre_treatment",400,"0400-00022",189.588648383123,0,93.87084184303,57.2209729082782,340.680463134431,"burn","pre_treatment"
"97","burn","pre_treatment",400,"0400-00023",49.2411316606315,0,17.416177185036,47.3615778395822,114.01888668525,"burn","pre_treatment"
"98","burn","pre_treatment",400,"0400-00024",199.259506559435,0,57.23404222901,59.7367473174942,316.230296105939,"burn","pre_treatment"
"99","burn","pre_treatment",400,"0400-00101",122.390102374471,0.175715397,52.25149313352,68.3549811154472,243.172292020438,"burn","pre_treatment"
"100","burn","pre_treatment",400,"0400-00102",110.53225035751,0.526786135,28.944952958296,51.972378393692,191.976367844498,"burn","pre_treatment"
"101","burn","pre_treatment",400,"0400-00103",165.230911041619,0.305707133,19.9587569122085,56.6825172568913,242.177892343719,"burn","pre_treatment"
"102","burn","pre_treatment",400,"0400-00104",136.709607403092,0.103735711,36.72773516337,51.0481650704335,224.589243347895,"burn","pre_treatment"
"103","burn","pre_treatment",400,"0400-00105",177.007405906184,0.104235711,12.032563345435,43.1724974012961,232.316702363915,"burn","pre_treatment"
"104","burn","pre_treatment",400,"0400-00106",270.667467804919,0.0015,38.355394865365,50.2548566506512,359.279219320935,"burn","pre_treatment"
"105","burn","pre_treatment",400,"0400-00108",228.652024704506,0.103235711,42.88076940347,52.6916064567687,324.327636275745,"burn","pre_treatment"
"106","burn","pre_treatment",400,"0400-00109",129.482352555328,0.001,69.95660796674,66.878338688698,266.318299210766,"burn","pre_treatment"
"107","burn","pre_treatment",400,"0400-00110",180.532872676171,0.101235711,80.0964416377,80.6331155685277,341.363665593399,"burn","pre_treatment"
"108","burn","pre_treatment",400,"0400-00116",188.67805013919,0.231655086,128.243423987399,50.123129016846,367.276258229435,"burn","pre_treatment"
"109","burn","pre_treatment",400,"0400-00118",111.962709416677,0.97798767,1.4891775606875,52.4986487844651,166.92852343183,"burn","pre_treatment"
"110","burn","pre_treatment",400,"0400-00119",95.7162223929091,0.104235711,63.38359859962,59.25908841388,218.463145117409,"burn","pre_treatment"
"111","burn","pre_treatment",400,"0400-00120",154.080053122385,0.505613046,12.1198916966715,65.1618390594393,231.867396924495,"burn","pre_treatment"
"112","burn","pre_treatment",400,"0400-00121",190.805700505511,0.101735711,55.941524204166,62.9518553265976,309.800815747275,"burn","pre_treatment"
"113","control","post_18",40,"0040-00002",211.854342183044,0.101235711,82.27837376918,41.4659405694955,335.69989223272,"control","post_18"
"114","control","post_18",40,"0040-00003",285.108958503747,0,36.443355982395,65.3157177928354,386.868032278977,"control","post_18"
"115","control","post_18",40,"0040-00005",282.879539067948,2.551139917,59.85565431301,72.6292630085896,417.915596306548,"control","post_18"
"116","control","post_18",40,"0040-00012",172.749000708329,2.551139917,46.86339649371,73.7813184388219,295.944855557861,"control","post_18"
"117","control","post_18",40,"0040-00101",255.930362418108,0.101235711,38.837218081065,69.3616596919023,364.230475902076,"control","post_18"
"118","control","post_18",40,"0040-00103",386.104253104239,0.607414266,44.45302146577,72.3073104084362,503.471999244446,"control","post_18"
"119","control","post_18",40,"0040-00104",339.082514297453,2.551139917,63.77745309145,53.8635055657158,459.274612871619,"control","post_18"
"120","control","post_18",40,"0040-00105",550.578264805632,0.736333641,69.478976516825,95.965755340347,716.759330303804,"control","post_18"
"121","control","post_18",40,"0040-00106",243.737096796599,2.551139917,53.09764406084,46.9868068189427,346.372687593381,"control","post_18"
"122","control","post_18",40,"0040-00107",189.541273092469,0.607414266,53.451879570515,83.6119041966502,327.212471125634,"control","post_18"
"123","control","post_18",40,"0040-00108",156.016094676359,0,35.65126750856,75.9510883805316,267.618450565451,"control","post_18"
"124","control","post_18",40,"0040-00109",464.462025693518,0,104.59951575483,83.740607403556,652.802148851904,"control","post_18"
"125","control","post_18",40,"0040-00110",551.935350634781,0,64.7908273813,57.6079186642003,674.334096680281,"control","post_18"
"126","control","post_18",40,"0040-00111",263.638476105109,0.607414266,56.64849551383,80.2453605975039,401.139746482443,"control","post_18"
"127","control","post_18",40,"0040-00112",188.755756980595,0.101735711,99.638173561063,70.1703703466058,358.666036599264,"control","post_18"
"128","control","post_18",40,"0040-00113",410.830643333598,0.607414266,34.109643821225,61.5256753843894,507.073376805212,"control","post_18"
"129","control","post_18",40,"0040-00114",151.284838075754,2.551139917,144.9982182604,69.371588239412,368.205784492566,"control","post_18"
"130","control","post_18",40,"0040-00116",213.053278560418,0.607414266,98.08009680518,53.7718176136178,365.512607245215,"control","post_18"
"131","control","post_18",240,"0240-00003",209.301853693115,0.128919375,65.877927403705,87.768260235976,363.076960707796,"control","post_18"
"132","control","post_18",240,"0240-00005",132.892052461117,0,27.544562187603,74.195681516224,234.632296164944,"control","post_18"
"133","control","post_18",240,"0240-00007",153.262040772667,0,51.0950522905625,74.2526900528907,278.60978311612,"control","post_18"
"134","control","post_18",240,"0240-00009",212.159458641217,1.755054026,59.237192491725,53.3726822617569,326.524387420698,"control","post_18"
"135","control","post_18",240,"0240-00022",200.087691978344,0,82.49354468022,112.385353497834,394.966590156398,"control","post_18"
"136","control","post_18",240,"0240-00026",234.095363322281,0,58.298478743945,113.133082470941,405.526924537167,"control","post_18"
"137","control","post_18",240,"0240-00101",223.316795185263,0.101235711,18.268550315261,53.4069949672476,295.093576178771,"control","post_18"
"138","control","post_18",240,"0240-00102",342.500070802453,0,58.494713833975,85.2951869715483,486.289971607976,"control","post_18"
"139","control","post_18",240,"0240-00104",241.719267847496,0.101235711,43.552577252585,101.253849183409,386.62692999449,"control","post_18"
"140","control","post_18",240,"0240-00105",259.256002868477,0.101235711,32.501561456173,58.5934674876125,350.452267523262,"control","post_18"
"141","control","post_18",240,"0240-00106",281.655088279391,0,117.41718852768,62.4326593578558,461.504936164927,"control","post_18"
"142","control","post_18",240,"0240-00107",130.144633054588,0,49.87378989113,69.0399780929732,249.058401038692,"control","post_18"
"143","control","post_18",240,"0240-00109",173.566924503464,0,70.663174313455,70.8151101726395,315.045208989559,"control","post_18"
"144","control","post_18",240,"0240-00110",96.9820273286144,0,50.466141423365,103.587395775026,251.035564527005,"control","post_18"
"145","control","post_18",240,"0240-00112",161.734631160236,0,74.90079848351,102.370463611331,339.005893255077,"control","post_18"
"146","control","post_18",240,"0240-00113",323.393144247557,0,53.5515560053,42.520907302165,419.465607555022,"control","post_18"
"147","control","post_18",240,"0240-00114",308.767427502348,0.101235711,80.13042648093,67.9794656818878,456.978555376166,"control","post_18"
"148","control","post_18",240,"0240-00115",304.111934782759,0,72.284371120055,105.347191435738,481.743497338552,"control","post_18"
"149","control","post_18",590,"0590-00005",224.487949716169,1.139046989,67.773577841185,71.1277098765903,364.528284422944,"control","post_18"
"150","control","post_18",590,"0590-00009",198.319445022674,0,33.036247317005,76.5767759559481,307.932468295627,"control","post_18"
"151","control","post_18",590,"0590-00013",247.605207416526,0.128919375,53.53119157582,82.3062292284398,383.571547595786,"control","post_18"
"152","control","post_18",590,"0590-00021",163.254566716814,5e-04,81.314359633965,44.9435309536073,289.512957304386,"control","post_18"
"153","control","post_18",590,"0590-00101",70.6294485300866,0,127.025022187,68.3130219749707,265.967492692057,"control","post_18"
"154","control","post_18",590,"0590-00102",214.075533512908,0,35.134150688135,57.4353447950008,306.645028996044,"control","post_18"
"155","control","post_18",590,"0590-00104",162.285570676356,0,38.512985943205,47.8920600399346,248.690616659496,"control","post_18"
"156","control","post_18",590,"0590-00105",248.061201721823,0,57.923162744645,70.376050021828,376.360414488296,"control","post_18"
"157","control","post_18",590,"0590-00106",386.995176263598,1.138546989,74.68353114498,72.0997354176306,534.916989815209,"control","post_18"
"158","control","post_18",590,"0590-00107",303.777235570976,0,83.252408516755,83.6405943772599,470.67023846499,"control","post_18"
"159","control","post_18",590,"0590-00109",417.425257951664,0.230155086,43.029101331305,61.7668426748988,522.451357043867,"control","post_18"
"160","control","post_18",590,"0590-00111",452.149652779051,2.230757436,49.085987411805,88.1927195936711,591.659117220527,"control","post_18"
"161","control","post_18",590,"0590-00113",187.872427598276,0.069979686,178.325577829505,24.3256393186037,390.593624432385,"control","post_18"
"162","control","post_18",590,"0590-00115",222.171968618414,0,88.83170586164,63.3715821495019,374.375256629556,"control","post_18"
"163","control","post_18",590,"0590-00116",236.635743548163,0.128919375,10.9398674278385,49.9265004752974,297.631030826299,"control","post_18"
"164","control","post_18",590,"0590-00117",125.368342197549,0.088522121,34.160642508215,86.9768328696879,246.594339696452,"control","post_18"
"165","control","post_18",590,"0590-00118",363.006768410476,0,56.15510850206,61.2238355482745,480.385712460811,"control","post_18"
"166","control","pre_treatment",40,"0040-00002",144.562626056258,0,35.657506985395,51.7714490035759,231.991582045229,"control","pre_treatment"
"167","control","pre_treatment",40,"0040-00003",222.894039435171,5e-04,24.689483951205,48.7441529923097,296.328176378686,"control","pre_treatment"
"168","control","pre_treatment",40,"0040-00005",198.328675702853,0.101235711,70.534841960085,63.7541224251406,332.718875799079,"control","pre_treatment"
"169","control","pre_treatment",40,"0040-00012",150.847765788784,0.101235711,16.442581313905,57.0953884246202,224.48697123831,"control","pre_treatment"
"170","control","pre_treatment",40,"0040-00101",188.089112052051,0.101235711,44.6068730562335,55.6340091335182,288.431229952803,"control","pre_treatment"
"171","control","pre_treatment",40,"0040-00103",283.722856250499,2.552139917,149.74512649155,38.4823524782713,474.50247513732,"control","pre_treatment"
"172","control","pre_treatment",40,"0040-00104",227.093548140176,0.678059267,49.885367507107,51.6476566025277,329.304631516811,"control","pre_treatment"
"173","control","pre_treatment",40,"0040-00105",346.284275294821,1.105398766,6.24461690943,51.7907289224254,405.425019892677,"control","pre_treatment"
"174","control","pre_treatment",40,"0040-00106",177.556432850164,2.723520629,17.228313444675,63.6271315050519,261.135398428891,"control","pre_treatment"
"175","control","pre_treatment",40,"0040-00107",132.420565985964,0.849774664,36.2611185800125,65.4115608084422,234.943020038418,"control","pre_treatment"
"176","control","pre_treatment",40,"0040-00108",135.938612729319,0.472515484,42.9704900639,50.1786230787155,229.560241355935,"control","pre_treatment"
"177","control","pre_treatment",40,"0040-00109",325.320192486147,0.607414266,65.6953017273,41.9843938288459,433.607302308293,"control","pre_treatment"
"178","control","pre_treatment",40,"0040-00110",426.551923715945,0.102735711,61.65254397797,40.6494235440586,528.956626948973,"control","pre_treatment"
"179","control","pre_treatment",40,"0040-00111",195.03709201795,2.622619603,39.949094484405,52.1737621069571,289.782568212312,"control","pre_treatment"
"180","control","pre_treatment",40,"0040-00112",233.278005844321,0.848774664,26.45195777983,62.3024230477779,322.881161335929,"control","pre_treatment"
"181","control","pre_treatment",40,"0040-00113",311.917417141848,0.230655086,6.6101083055395,62.0899592548733,380.848139788261,"control","pre_treatment"
"182","control","pre_treatment",40,"0040-00114",165.011888091653,2.652875628,16.0236625022445,59.4000831155614,243.088509337459,"control","pre_treatment"
"183","control","pre_treatment",40,"0040-00116",195.643814801332,2.652875628,27.60310749971,60.8376488163305,286.737446745372,"control","pre_treatment"
"184","control","pre_treatment",240,"0240-00003",90.334845650073,0.128919375,61.71425688213,73.5899728937628,225.767994800966,"control","pre_treatment"
"185","control","pre_treatment",240,"0240-00005",84.8303584483195,0,14.7741940741075,66.8225636560175,166.427116178444,"control","pre_treatment"
"186","control","pre_treatment",240,"0240-00007",141.79106293949,0.101235711,85.365612467895,71.9973244078876,299.255235526273,"control","pre_treatment"
"187","control","pre_treatment",240,"0240-00009",139.563160918572,2.158424509,24.145782318269,62.691783947502,228.559151693343,"control","pre_treatment"
"188","control","pre_treatment",240,"0240-00022",150.27785280239,0,23.588707701425,62.3266021069183,236.193162610733,"control","pre_treatment"
"189","control","pre_treatment",240,"0240-00026",140.8182413777,0,41.3417067947115,75.0944251327192,257.25437330513,"control","pre_treatment"
"190","control","pre_treatment",240,"0240-00101",212.983643425295,0.950510375,51.87692565771,56.560339500082,322.371418958087,"control","pre_treatment"
"191","control","pre_treatment",240,"0240-00102",197.083037571682,0.301134772,56.991475295545,52.8631567473547,307.238804386582,"control","pre_treatment"
"192","control","pre_treatment",240,"0240-00104",197.782165825308,0.303134772,109.10703832875,69.6586211134399,376.850960039497,"control","pre_treatment"
"193","control","pre_treatment",240,"0240-00105",163.721706460618,0.301634772,47.588795614145,59.5353512467283,271.147488093491,"control","pre_treatment"
"194","control","pre_treatment",240,"0240-00106",169.216270184454,0.171880712,30.978293154058,53.7280802756419,254.094524326154,"control","pre_treatment"
"195","control","pre_treatment",240,"0240-00107",61.9397596623516,0.334390797,17.70052338324,72.739714011628,152.71438785422,"control","pre_treatment"
"196","control","pre_treatment",240,"0240-00109",153.887552242195,0.434126508,34.28988306064,66.4035674715295,255.015129282365,"control","pre_treatment"
"197","control","pre_treatment",240,"0240-00110",84.9270779397298,0.59826582,69.479180785185,73.5186235086337,228.523148053548,"control","pre_treatment"
"198","control","pre_treatment",240,"0240-00112",115.313907670818,0.230655086,49.94011576283,57.996977281718,223.481655801366,"control","pre_treatment"
"199","control","pre_treatment",240,"0240-00113",208.076094170201,0.102735711,79.00501104062,58.0517809035961,345.235621825417,"control","pre_treatment"
"200","control","pre_treatment",240,"0240-00114",151.119541974836,0.476087845,61.190122676851,62.7563305124529,275.54208300914,"control","pre_treatment"
"201","control","pre_treatment",240,"0240-00115",202.839840832918,0.273451108,36.07420825242,70.4899743504579,309.677474543796,"control","pre_treatment"
"202","control","pre_treatment",590,"0590-00005",131.593802775661,0.003,57.193124078745,50.1580498576308,238.947976712037,"control","pre_treatment"
"203","control","pre_treatment",590,"0590-00009",114.920277980663,0,26.203569798058,63.0648986119005,204.188746390621,"control","pre_treatment"
"204","control","pre_treatment",590,"0590-00013",150.140032716915,0,23.72544031884,53.7407074610647,227.60618049682,"control","pre_treatment"
