"treatment","comp","plot_id","period","live_vegetation_recovery_rate","live_vegetation_carbon","live_veg_disturbance"
"burn",60,"0060-00021","Burn_1",-0.00430517527807939,143.608928448611,-4.45762376976921
"burn",60,"0060-00027","Burn_1",1.41257575020569,54.0847885963002,1.15259157633613
"burn",60,"0060-00101","Burn_1",1.78595575557472,70.118977521721,1.31127249690764
"burn",60,"0060-00102","Burn_1",-11.6236745255322,205.579639152968,2.27114133677671
"burn",60,"0060-00103","Burn_1",0.472322869872009,113.954079199723,-0.903187854590339
"burn",60,"0060-00104","Burn_1",3.49591572671967,73.0924344850185,-0.33014064093333
"burn",60,"0060-00105","Burn_1",4.29889395938078,107.187968514548,0.784533794634311
"burn",60,"0060-00106","Burn_1",2.38910876576379,125.92461332662,2.21761939441896
"burn",60,"0060-00107","Burn_1",2.31610614481122,57.297469832188,0.312000912737681
"burn",60,"0060-00108","Burn_1",1.75221221412035,46.4751408678163,-3.20189088033689
"burn",60,"0060-00109","Burn_1",2.25318081049097,188.564516248978,3.11089432966099
"burn",60,"0060-00111","Burn_1",0.156772604509841,113.658519093149,3.12142456315769
"burn",60,"0060-00112","Burn_1",3.18802679957054,114.354842229209,-5.13748188166351
"burn",60,"0060-00113","Burn_1",2.28781116805657,113.322275593626,3.10779905395924
"burn",60,"0060-00114","Burn_1",-0.10088779555123,209.702558451733,-3.57137683750364
"burn",60,"0060-00116","Burn_1",1.2223003686638,112.6146478468,0.924419477840268
"burn",60,"0060-00117","Burn_1",5.89290370450816,172.093487276507,-2.20581857815223
"burn",60,"0060-00119","Burn_1",6.1639831990973,206.826892382029,-21.1002885363185
"burn",60,"0060-00130","Burn_1",3.08463061889455,124.217445518491,-25.679101111801
"burn",340,"0340-00006","Burn_1",4.59436889760609,126.426245750745,-3.03935131179902
"burn",340,"0340-00013","Burn_1",2.89004812305714,133.996904149902,1.91213365522801
"burn",340,"0340-00024","Burn_1",5.1525724984071,222.44646720479,0.912451106110069
"burn",340,"0340-00025","Burn_1",3.27820926315487,67.0526725106073,5.31628087761514
"burn",340,"0340-00026","Burn_1",-2.99262445451471,119.104429870188,-20.6837872183991
"burn",340,"0340-00103","Burn_1",-0.659852947232494,229.114139033686,2.42597828499127
"burn",340,"0340-00104","Burn_1",3.83835745529963,115.710527591246,1.5087146376623
"burn",340,"0340-00108","Burn_1",1.64089026590202,79.2371433703681,-0.728037307068202
"burn",340,"0340-00109","Burn_1",1.36183812514567,84.4322260247379,0.395389603835277
"burn",340,"0340-00111","Burn_1",-1.10527278681369,97.5675794810945,-0.762717817756212
"burn",340,"0340-00112","Burn_1",-4.71534511609886,393.825983301662,10.3035615036445
"burn",340,"0340-00113","Burn_1",-1.40616834978099,260.133894575205,-1.23976561079203
"burn",340,"0340-00114","Burn_1",2.54060034547945,191.123308445076,4.1795918370432
"burn",340,"0340-00116","Burn_1",-4.555633643561,174.549501949747,2.95405754962372
"burn",340,"0340-00117","Burn_1",3.26424220610213,146.66637595662,1.73669993711712
"burn",340,"0340-00121","Burn_1",2.68013792172929,152.369303558223,-1.46864239602742
"burn",340,"0340-00123","Burn_1",5.39525214485819,231.153475665092,1.49699484572285
"burn",340,"0340-00124","Burn_1",-11.5392964167428,131.567364771661,1.9732736643089
"burn",400,"0400-00002","Burn_1",1.26815437876419,92.2602426834873,2.06320374855333
"burn",400,"0400-00009","Burn_1",1.36659218966532,143.42252871133,1.81891683991765
"burn",400,"0400-00022","Burn_1",-2.52790619379633,187.711735483311,3.4100028202039
"burn",400,"0400-00023","Burn_1",1.4400562843351,43.8906750949227,1.79206018760842
"burn",400,"0400-00024","Burn_1",5.12601172068211,186.328919719896,0.815543643527207
"burn",400,"0400-00101","Burn_1",2.88380899534605,122.565817771471,1.87607569793138
"burn",400,"0400-00102","Burn_1",-1.77852405079022,108.601973884509,-0.0894183976699149
"burn",400,"0400-00103","Burn_1",1.43460399036709,146.660061447606,2.28988690643085
"burn",400,"0400-00104","Burn_1",-1.84602508517364,126.052471214046,-0.337999497979355
"burn",400,"0400-00105","Burn_1",7.01934790046754,175.745792136933,3.56020633357362
"burn",400,"0400-00106","Burn_1",8.32744577040545,270.668967804919,0.705740065444722
"burn",400,"0400-00108","Burn_1",2.22262448431912,168.475988679748,3.74665621483437
"burn",400,"0400-00109","Burn_1",3.85705496087368,129.483352555328,1.25308498460078
"burn",400,"0400-00110","Burn_1",4.23723664604782,172.121780380882,2.06182796564038
"burn",400,"0400-00112","Burn_1",3.26338897442179,133.134393906732,-2.05637452385165
"burn",400,"0400-00116","Burn_1",-4.74483630903878,177.559399127412,-3.66635550239546
"burn",400,"0400-00118","Burn_1",2.22963223470313,108.335943493105,0.633632950360334
"burn",400,"0400-00119","Burn_1",2.76979640326691,64.8823142502568,0.316145117084092
"burn",400,"0400-00120","Burn_1",4.17651664562254,151.195809135759,1.98033176923425
"burn",400,"0400-00121","Burn_1",6.17284172066475,179.234504073547,1.23516873629943
"control",40,"0040-00002","Burn_1",2.48070499694739,137.358086347539,6.12553638320666
"control",40,"0040-00003","Burn_1",6.28158968562824,194.894077487605,1.49876399652828
"control",40,"0040-00005","Burn_1",5.27206749989776,190.758300759321,3.57838416903146
"control",40,"0040-00007","Burn_1",2.47226610840567,107.212866564557,0.829941669291003
"control",40,"0040-00012","Burn_1",7.25707504936555,130.530408146871,2.6221724084789
"control",40,"0040-00101","Burn_1",6.53813306358864,163.8831979259,1.5803541718543
"control",40,"0040-00103","Burn_1",8.33387777499252,275.797158387449,-0.502919817875249
"control",40,"0040-00104","Burn_1",5.07785249886863,221.489188916156,2.58948607762054
"control",40,"0040-00105","Burn_1",11.3559016176326,337.498062990499,7.48590556423536
"control",40,"0040-00106","Burn_1",6.4010271805427,155.252607617858,-1.40067388244976
"control",40,"0040-00107","Burn_1",4.77710017491885,121.493135785894,0.601277019906517
"control",40,"0040-00108","Burn_1",1.95404247077823,49.0411565697087,1.04110279401119
"control",40,"0040-00109","Burn_1",7.33542708880665,325.92747085566,2.96857418868947
"control",40,"0040-00110","Burn_1",9.1591479414177,412.600658616054,-3.30519553397128
"control",40,"0040-00111","Burn_1",3.37786194351334,189.612630201081,0.591737422549037
"control",40,"0040-00112","Burn_1",2.35791288701919,127.588844038582,-3.61480777716016
"control",40,"0040-00113","Burn_1",7.27421422951313,305.743310949383,6.71392645598308
"control",40,"0040-00114","Burn_1",6.04754086118426,78.004667319951,0.269818826178451
"control",40,"0040-00115","Burn_1",3.95009049537167,158.394036015649,2.84129203527077
"control",40,"0040-00116","Burn_1",4.02317532613953,139.167635378223,7.07935620733805
"control",240,"0240-00003","Burn_1",8.93647699697465,90.463765025073,-6.07717966966239
"control",240,"0240-00005","Burn_1",4.31867070554592,83.2173710589994,2.21891216752753
"control",240,"0240-00007","Burn_1",4.70790055645875,141.89229865049,3.99967205643518
"control",240,"0240-00009","Burn_1",2.6115345719886,129.898365871412,6.41347839558753
"control",240,"0240-00022","Burn_1",4.22149875830524,129.385952326591,7.515695667735
"control",240,"0240-00026","Burn_1",4.03325679548069,140.8182413777,2.316402319196
"control",240,"0240-00101","Burn_1",3.12664553777206,189.062414721139,4.26505438659458
"control",240,"0240-00102","Burn_1",6.71148480939666,192.225999492042,7.5931457531118
"control",240,"0240-00104","Burn_1",3.64397350177546,177.968146907444,7.89368878732847
"control",240,"0240-00105","Burn_1",6.10957633143628,160.455221381583,2.67792100169717
"control",240,"0240-00106","Burn_1",4.59377596673452,169.388150896454,3.34314449542718
"control",240,"0240-00107","Burn_1",2.82978866949987,62.2741504593516,2.43283934887669
"control",240,"0240-00109","Burn_1",4.05097813682537,126.33879989773,0.0287347577817529
"control",240,"0240-00110","Burn_1",-0.858695002124958,68.2078373813977,2.36617712839087
"control",240,"0240-00112","Burn_1",2.72891318358766,115.544562756818,-4.02025841236591
"control",240,"0240-00113","Burn_1",7.90447184306469,193.555307662516,3.08119817789142
"control",240,"0240-00114","Burn_1",8.56698358551486,151.595629819836,6.64877020719824
"control",240,"0240-00115","Burn_1",4.6123338793989,194.987368051075,4.49285008420795
"control",590,"0590-00005","Burn_1",5.10500938662839,119.361510867125,4.02649740206246
"control",590,"0590-00009","Burn_1",5.63318189383594,102.503165913398,4.70864720027117
"control",590,"0590-00013","Burn_1",3.67255472805857,148.235730431687,4.97959336421891
"control",590,"0590-00021","Burn_1",-3.43148806921605,118.855448702738,-6.59619568462002
"control",590,"0590-00101","Burn_1",2.16051804212728,32.2359858308763,0.118580040231568
"control",590,"0590-00102","Burn_1",2.67424067776681,111.251288757559,1.96343260916857
"control",590,"0590-00104","Burn_1",3.83448478387926,78.5398888698199,1.51355609821225
"control",590,"0590-00105","Burn_1",3.66978418341811,157.848934785819,0.882203163917675
"control",590,"0590-00106","Burn_1",6.53978022037401,237.693818518971,2.87685725135118
"control",590,"0590-00107","Burn_1",3.34873332165249,162.026103683283,6.47346016905942
"control",590,"0590-00109","Burn_1",-0.909226720011363,269.203441652129,15.4455644809585
"control",590,"0590-00111","Burn_1",6.01047264946962,265.5890364925,7.64284395721311
"control",590,"0590-00113","Burn_1",2.90259715598514,205.696261753531,2.12571176505566
"control",590,"0590-00115","Burn_1",5.1507810748616,134.351457484688,0.810357626736004
"control",590,"0590-00116","Burn_1",2.4342723672788,78.2624010413987,0.981622526712988
"control",590,"0590-00117","Burn_1",1.49987569054368,62.9911155723614,0.97948036890277
"control",590,"0590-00118","Burn_1",7.10908369380602,199.288948781654,4.51625204872644
"burn",60,"0060-00021","Burn_2",2.94285796921101,135.131959606119,-4.18461227805549
"burn",60,"0060-00027","Burn_2",3.63369135228962,66.1030522469209,-3.24877326934219
"burn",60,"0060-00101","Burn_2",2.50808873803414,83.576909813556,-0.128926050838549
"burn",60,"0060-00102","Burn_2",8.91086430492083,140.945220133042,-7.46093415164408
"burn",60,"0060-00103","Burn_2",2.16141104290192,116.448459122489,-3.24877729697443
"burn",60,"0060-00104","Burn_2",3.9484000908758,96.3647780876127,-0.736341291274782
"burn",60,"0060-00105","Burn_2",1.38153292750196,134.771788335673,-0.12893014642835
"burn",60,"0060-00106","Burn_2",2.01022617981462,144.694504710041,-1.1575559284438e-05
"burn",60,"0060-00107","Burn_2",2.89253875314045,73.2871714971022,-0.874757751992937
"burn",60,"0060-00108","Burn_2",-6.86378153075658,51.0569478758646,-0.0126012225146264
"burn",60,"0060-00109","Burn_2",6.91735860107774,208.317115440675,-0.0820963448012576
"burn",60,"0060-00111","Burn_2",5.17333009835325,121.387704104238,0.720078159555025
"burn",60,"0060-00112","Burn_2",3.40212210173526,124.07451949502,-3.24877790705938
"burn",60,"0060-00113","Burn_2",5.97050096741005,133.832086169598,-3.24877868766431
"burn",60,"0060-00114","Burn_2",4.85612112329606,203.001764616561,-3.31826390168
"burn",60,"0060-00116","Burn_2",3.85952187511844,123.537479552606,-3.31825754453736
"burn",60,"0060-00117","Burn_2",6.98028398390856,204.842869904395,-0.875268276407557
"burn",60,"0060-00119","Burn_2",6.05492405246836,202.27929567469,-3.24878416344072
"burn",60,"0060-00130","Burn_2",4.57768579014968,92.2017129793993,-0.875257870631263
"burn",340,"0340-00006","Burn_2",-2.15858373743294,151.408502956498,-1.45092219660622
"burn",340,"0340-00013","Burn_2",8.17828601449891,155.888598657844,-39.1625890561079
"burn",340,"0340-00024","Burn_2",8.13222488725996,255.186804407453,0.616621049186307
"burn",340,"0340-00025","Burn_2",6.27727698056091,97.3729068983382,-0.128927154518157
"burn",340,"0340-00026","Burn_2",2.61455093224169,60.0078804114441,-0.875256689609795
"burn",340,"0340-00103","Burn_2",8.50909014734413,230.684984760416,-4.37086337268631
"burn",340,"0340-00104","Burn_2",3.25593685052105,145.187147416511,-3.31825758544828
"burn",340,"0340-00108","Burn_2",5.70746714314488,88.6166014886438,-11.5756093039837
"burn",340,"0340-00109","Burn_2",6.19149449715991,93.7255829068539,-0.198905551223768
"burn",340,"0340-00111","Burn_2",4.79971226684075,89.8746168734142,-3.82514116200516
"burn",340,"0340-00112","Burn_2",12.7422966390597,386.261688376929,-7.34476580266396
"burn",340,"0340-00113","Burn_2",9.54781314403458,249.320088965935,-115.977665584474
"burn",340,"0340-00114","Burn_2",2.61891834951357,216.189198181039,-14.2271390125843
"burn",340,"0340-00116","Burn_2",7.59868305434148,154.252787554771,-18.7379468915461
"burn",340,"0340-00117","Burn_2",-0.57718528346018,171.289369102467,-2.41307523337603
"burn",340,"0340-00121","Burn_2",10.1409766127312,171.175103479115,-6.68416974094506
"burn",340,"0340-00122","Burn_2",3.60099159784477,124.077182907845,-0.944741495595049
"burn",340,"0340-00123","Burn_2",10.274259464953,267.104226518687,-0.0700010487379253
"burn",340,"0340-00124","Burn_2",1.89606170104217,66.8643708915362,-3.24877333024779
"burn",400,"0400-00002","Burn_2",3.32450930791295,104.014064935322,-0.129427685770838
"burn",400,"0400-00009","Burn_2",-0.645504240885719,155.259915529157,-1.23216295264683e-05
"burn",400,"0400-00022","Burn_2",7.59118737767827,179.39264668394,-0.198413396538026
"burn",400,"0400-00023","Burn_2",2.83840932167718,56.1435473277215,-0.198903536571508
"burn",400,"0400-00024","Burn_2",9.36885618494044,218.734494384615,0.416209307824554
"burn",400,"0400-00101","Burn_2",3.15955584263858,143.907040857552,1.32452875231854
"burn",400,"0400-00102","Burn_2",3.28738510963965,98.3117296459995,-0.230662932485119
"burn",400,"0400-00103","Burn_2",2.87926163583964,160.18150905867,-0.198411859646509
"burn",400,"0400-00104","Burn_2",2.94415156014298,114.436936716045,-0.230164222541536
"burn",400,"0400-00105","Burn_2",6.04713611714316,225.086527917885,-1.8006920413427e-05
"burn",400,"0400-00106","Burn_2",11.910864221324,322.065111040384,-0.129445129852516
"burn",400,"0400-00108","Burn_2",3.92963854274775,189.426700779903,-0.128934552301918
"burn",400,"0400-00109","Burn_2",5.18831049227498,155.161195012772,-0.198411458022545
"burn",400,"0400-00110","Burn_2",2.4325283833796,201.79843462245,-0.198415189001334
"burn",400,"0400-00112","Burn_2",1.60760242489874,148.834792850559,3.5987589231535
"burn",400,"0400-00116","Burn_2",2.47778141848715,142.11428991996,-0.87476325816177
"burn",400,"0400-00118","Burn_2",4.08149580474745,123.987333195045,-5.13783515062344
"burn",400,"0400-00119","Burn_2",0.463320918718156,82.2560356685979,-0.128925945168679
"burn",400,"0400-00120","Burn_2",5.42234224475545,180.749599745534,-0.198913505054386
"burn",400,"0400-00121","Burn_2",7.9142399354127,218.968663575278,-0.875269406471038
"control",40,"0040-00002","Burn_2",0.148893504505811,164.493389095636,2.48070499694739
"control",40,"0040-00003","Burn_2",4.63469329418532,235.581143594431,6.28158968562824
"control",40,"0040-00005","Burn_2",5.72804036744615,229.547474096771,5.27206749989776
"control",40,"0040-00007","Burn_2",3.96840954592028,123.706346553573,2.47226610840567
"control",40,"0040-00012","Burn_2",0.322279262595174,179.317203260022,7.25707504936555
"control",40,"0040-00101","Burn_2",4.32509377532537,206.272704651141,6.53813306358864
"control",40,"0040-00103","Burn_2",6.01675327342205,324.794585401654,8.33387777499252
"control",40,"0040-00104","Burn_2",7.8811614413809,257.135276064609,5.07785249886863
"control",40,"0040-00105","Burn_2",6.07342801332082,420.605283824765,11.3559016176326
"control",40,"0040-00106","Burn_2",2.01083358890578,190.857422936215,6.4010271805427
"control",40,"0040-00107","Burn_2",-1.12763528359326,151.35829087522,4.77710017491884
"control",40,"0040-00108","Burn_2",2.47282111770305,62.8476169824005,1.95404247077823
"control",40,"0040-00109","Burn_2",8.54035870180966,375.877181765879,7.33542708880665
"control",40,"0040-00110","Burn_2",10.3357565791461,460.945155196617,9.1591479414177
"control",40,"0040-00111","Burn_2",6.22584705950095,211.063276707259,3.37786194351334
"control",40,"0040-00112","Burn_2",3.32417574565029,134.506705806376,2.35791288701919
"control",40,"0040-00113","Burn_2",4.41450456145318,362.816449238428,7.27421422951313
"control",40,"0040-00114","Burn_2",4.57229181996064,114.829550139413,6.04754086118426
"control",40,"0040-00115","Burn_2",2.8856525609228,187.77716305842,3.95009049537167
"control",40,"0040-00116","Burn_2",2.84387866555558,177.465399749736,4.02317532613953
"control",240,"0240-00003","Burn_2",4.95763673018007,131.928267667596,8.93647699697465
"control",240,"0240-00005","Burn_2",0.405657721604901,113.56721962733,4.31867070554592
"control",240,"0240-00007","Burn_2",-4.02515692978014,178.139046102113,4.70790055645875
"control",240,"0240-00009","Burn_2",7.20833876492349,158.394530094519,2.6115345719886
"control",240,"0240-00022","Burn_2",3.48007589318057,169.746336211892,4.22149875830524
"control",240,"0240-00026","Burn_2",6.3266970238551,169.650586788976,4.03325679548069
"control",240,"0240-00101","Burn_2",-2.85931859300533,216.352396720961,3.12664553777206
"control",240,"0240-00102","Burn_2",8.66058364488971,247.681199854646,6.71148480939666
"control",240,"0240-00104","Burn_2",0.626154346067715,215.619365492754,3.64397350177546
"control",240,"0240-00105","Burn_2",5.46538188658082,202.468521373595,6.10957633143628
"control",240,"0240-00106","Burn_2",5.73683886920232,203.637095687716,4.59377596673452
"control",240,"0240-00107","Burn_2",5.05795096112347,84.1185611741042,2.82978866949987
"control",240,"0240-00109","Burn_2",1.98183002949071,150.702138234245,4.05097813682537
"control",240,"0240-00110","Burn_2",2.07937959986728,67.7880216254297,-0.858695002124958
"control",240,"0240-00112","Burn_2",-0.766996483813263,123.877525033612,2.72891318358766
"control",240,"0240-00113","Burn_2",9.11992997170178,247.144535076687,7.90447184306469
"control",240,"0240-00114","Burn_2",10.1095561069902,216.295071747322,8.56698358551486
"control",240,"0240-00115","Burn_2",9.21983753489311,231.647071495884,4.6123338793989
"control",590,"0590-00005","Burn_2",6.05481624013605,158.04456199102,5.10500938662839
"control",590,"0590-00009","Burn_2",6.10163115971941,145.719551676956,5.63318189383594
"control",590,"0590-00013","Burn_2",5.69744638245419,180.230245528476,3.67255472805857
"control",590,"0590-00021","Burn_2",3.2974660882997,85.0741289182021,-3.43148806921605
"control",590,"0590-00101","Burn_2",1.92516537352941,45.4362541641032,2.16051804212728
"control",590,"0590-00102","Burn_2",5.09487563901083,131.223598042497,2.67424067776681
"control",590,"0590-00104","Burn_2",3.10014753255965,104.57390976952,3.83448478387926
"control",590,"0590-00105","Burn_2",6.84477596848775,181.632046214163,3.66978418341812
"control",590,"0590-00106","Burn_2",7.42920611231436,282.686214343918,6.53978022037401
"control",590,"0590-00107","Burn_2",9.25393701453592,195.065423951316,3.34873332165249
"control",590,"0590-00109","Burn_2",12.8896434964709,294.639210293978,-0.909226720011363
"control",590,"0590-00111","Burn_2",11.5784217846542,316.937560303744,6.01047264946962
"control",590,"0590-00113","Burn_2",9.48083724878718,227.363268219553,2.90259715598514
"control",590,"0590-00115","Burn_2",3.10507754581513,166.876859187329,5.15078107486159
"control",590,"0590-00116","Burn_2",4.46041665667123,94.8312802984975,2.4342723672788
"control",590,"0590-00117","Burn_2",2.00664796994857,73.949330453429,1.49987569054368
"control",590,"0590-00118","Burn_2",6.59621991701521,250.975955041943,7.10908369380602
"burn",60,"0060-00021","Burn_3",4.21603321068407,148.604495143329,-0.77351958867866
"burn",60,"0060-00027","Burn_3",3.28898881453176,84.6564270913164,-3.24877149730597
"burn",60,"0060-00101","Burn_3",2.71711074168392,98.4965161909223,-2.02986585883693
"burn",60,"0060-00102","Burn_3",4.05077185262663,186.949471810923,-9.93459478945637
"burn",60,"0060-00103","Burn_3",9.34188795703497,126.168148082926,-3.35000886472521
"burn",60,"0060-00104","Burn_3",7.71027961923527,119.318837341593,-0.128924122562016
"burn",60,"0060-00105","Burn_3",7.52570701592056,142.932055754256,0.0951327927558765
"burn",60,"0060-00106","Burn_3",11.8754913596492,156.755850213369,-6.27023329968779e-06
"burn",60,"0060-00107","Burn_3",3.81277395828064,89.7676462639519,-6.01091290303549
"burn",60,"0060-00108","Burn_3",1.16634620268405,9.8616574688105,-3.24876850551553
"burn",60,"0060-00109","Burn_3",9.53007840612008,249.73917070234,-9.98956586784061e-06
"burn",60,"0060-00113","Burn_3",7.09697213367775,166.406313286394,-3.2492737427986
"burn",60,"0060-00114","Burn_3",7.87624302157804,228.820227454658,-3.2487772638573
"burn",60,"0060-00116","Burn_3",5.50515138138616,143.37635325878,-2.88582905385164
"burn",60,"0060-00117","Burn_3",9.25001067273532,245.849305531438,-3.45124935892179
"burn",60,"0060-00119","Burn_3",21.5874326873032,235.36005582606,-9.66429685647211
"burn",60,"0060-00130","Burn_3",6.23427030639868,118.792569849666,-4.16181760525161
"burn",340,"0340-00006","Burn_3",16.7046653662141,137.006078335294,-14.0277971784062
"burn",340,"0340-00013","Burn_3",-1.82911694655517,165.795725688729,-2.23291956008121
"burn",340,"0340-00024","Burn_3",-3.05435987477512,304.596774780199,-8.28986787837493e-06
"burn",340,"0340-00025","Burn_3",1.11211880408619,134.907641627186,-0.128924766148349
"burn",340,"0340-00026","Burn_3",3.72832106274541,74.8199293152844,-0.9764906237374
"burn",340,"0340-00108","Burn_3",5.38340855175576,111.285795043529,-0.442601869054157
"burn",340,"0340-00109","Burn_3",2.26887895744574,130.67564433859,-0.128923950639551
"burn",340,"0340-00112","Burn_3",31.8658690611971,455.370702408624,-31.2603187568933
"burn",340,"0340-00113","Burn_3",6.75360533956149,190.629302245668,-11.1288936861138
"burn",340,"0340-00115","Burn_3",7.74127416410266,142.636686308374,-8.5413035480192
"burn",340,"0340-00116","Burn_3",1.61097318571094,181.106938989274,-7.37093720085999
"burn",340,"0340-00117","Burn_3",-7.05005150285187,165.41318216833,-15.5044106153892
"burn",340,"0340-00122","Burn_3",4.63698692809099,144.738390999319,-4.99307991175487
"burn",340,"0340-00123","Burn_3",12.0395805642192,328.679782259667,-0.400011864966732
"burn",400,"0400-00002","Burn_3",-16.6695584611656,123.831693097029,-20.7120008851569
"burn",400,"0400-00009","Burn_3",4.84265855847643,151.386877762213,-6.05547440102328e-06
"burn",400,"0400-00022","Burn_3",10.3700856999817,224.741357553472,-0.128928359496702
"burn",400,"0400-00023","Burn_3",3.57390170054166,72.9750997212131,-0.0010028971204955
"burn",400,"0400-00024","Burn_3",2.65852795184657,275.363840802082,-11.9362512311784
"burn",400,"0400-00101","Burn_3",7.08954586948683,164.188904665702,-3.05950435608205
"burn",400,"0400-00102","Burn_3",2.93232474583778,117.805377371352,-0.230659788988264
"burn",400,"0400-00105","Burn_3",20.417088819084,261.369326613824,-0.00351045463190508
"burn",400,"0400-00106","Burn_3",9.78654862689109,393.400851238475,1.09382677977814
"burn",400,"0400-00108","Burn_3",7.44481776663675,212.875597484088,-2.79965225105033
"burn",400,"0400-00109","Burn_3",10.3805509580694,186.092646508399,-7.44370514382808e-06
"burn",400,"0400-00112","Burn_3",8.05538113764915,162.079166323105,-0.230161559959758
"burn",400,"0400-00116","Burn_3",7.21394170270893,156.106215172721,-0.875258168237725
"burn",400,"0400-00119","Burn_3",5.30661941350931,84.9070352357382,-0.129422766104315
"burn",400,"0400-00120","Burn_3",10.795879010905,213.084739709013,-0.128919375
"burn",400,"0400-00121","Burn_3",12.3430706379721,265.578833781283,-1.06231522920552e-05
"control",40,"0040-00002","Burn_3",2.29738195493604,165.535643627177,0.148893504505811
"control",40,"0040-00003","Burn_3",0.344219727225995,268.023996653728,4.63469329418532
"control",40,"0040-00005","Burn_3",0.844920286210211,269.643756668894,5.72804036744615
"control",40,"0040-00007","Burn_3",-1.62793905178097,151.485213375015,3.96840954592028
"control",40,"0040-00012","Burn_3",-4.95064543492146,181.573158098188,0.322279262595174
"control",40,"0040-00101","Burn_3",2.73176095455355,236.548361078418,4.32509377532537
"control",40,"0040-00103","Burn_3",2.66406472172754,366.911858315608,6.01675327342205
"control",40,"0040-00104","Burn_3",5.23841940605766,312.303406154276,7.8811614413809
"control",40,"0040-00105","Burn_3",-0.634329460451994,463.11927991801,6.07342801332082
"control",40,"0040-00106","Burn_3",3.21622807606074,204.933258058555,2.01083358890578
"control",40,"0040-00107","Burn_3",1.28054926385465,143.464843890067,-1.12763528359326
"control",40,"0040-00108","Burn_3",0.829886550069866,80.1573648063219,2.47282111770305
"control",40,"0040-00109","Burn_3",6.80311729132459,435.659692678546,8.54035870180966
"control",40,"0040-00110","Burn_3",3.01643792844099,533.29545125064,10.3357565791461
"control",40,"0040-00111","Burn_3",-1.26024910655183,254.644206123766,6.22584705950095
"control",40,"0040-00112","Burn_3",-1.20727550763746,157.775936025928,3.32417574565029
"control",40,"0040-00113","Burn_3",1.63561597924787,393.7179811686,4.41450456145318
"control",40,"0040-00114","Burn_3",-0.0279156918099019,146.835592879138,4.57229181996064
"control",40,"0040-00115","Burn_3",-3.37338202383094,207.97673098488,2.8856525609228
"control",40,"0040-00116","Burn_3",0.431590121355782,197.372550408625,2.84387866555558
"control",240,"0240-00003","Burn_3",5.31523236439391,166.631724778857,4.95763673018007
"control",240,"0240-00005","Burn_3",-6.03468848199138,116.406823678564,0.405657721604901
"control",240,"0240-00007","Burn_3",-1.05545808474269,149.962947593652,-4.02515692978014
"control",240,"0240-00009","Burn_3",-0.862061308459565,208.852901448983,7.20833876492349
"control",240,"0240-00022","Burn_3",-2.8721553868783,194.106867464156,3.48007589318057
"control",240,"0240-00026","Burn_3",2.99224687122985,213.937465955961,6.3266970238551
"control",240,"0240-00101","Burn_3",-4.16466677357435,196.337166569923,-2.85931859300533
"control",240,"0240-00102","Burn_3",6.91308118251034,308.305285368874,8.66058364488971
"control",240,"0240-00104","Burn_3",4.42639009734009,220.002445915228,0.626154346067715
"control",240,"0240-00105","Burn_3",1.81356633586923,240.72619457966,5.46538188658082
"control",240,"0240-00106","Burn_3",4.05656059982043,243.794967772132,5.73683886920232
"control",240,"0240-00107","Burn_3",1.29838461757684,119.524217901968,5.05795096112347
"control",240,"0240-00109","Burn_3",-0.230199845573658,164.57494844068,1.98183002949071
"control",240,"0240-00110","Burn_3",-0.78272405630857,82.3436788245007,2.07937959986728
"control",240,"0240-00112","Burn_3",-0.262002190462579,118.50854964692,-0.766996483813263
"control",240,"0240-00113","Burn_3",0.570427799352242,310.9840448786,9.11992997170178
"control",240,"0240-00114","Burn_3",3.06530260015887,287.061964496253,10.1095561069902
"control",240,"0240-00115","Burn_3",-1.86374026737454,296.185934240136,9.21983753489311
"control",590,"0590-00005","Burn_3",3.91454366640136,200.428275671972,6.05481624013604
"control",590,"0590-00009","Burn_3",-8.46323828102643,188.430969794992,6.10163115971941
"control",590,"0590-00013","Burn_3",2.83177680164924,220.112370205655,5.69744638245419
"control",590,"0590-00021","Burn_3",2.56089550905683,108.1563915363,3.2974660882997
"control",590,"0590-00101","Burn_3",1.83233712743305,58.912411778809,1.92516537352941
"control",590,"0590-00102","Burn_3",6.63117577687178,166.887727515572,5.09487563901083
"control",590,"0590-00104","Burn_3",3.83567889384458,126.274942497437,3.10014753255965
"control",590,"0590-00105","Burn_3",4.62893093206159,229.545477993577,6.84477596848775
"control",590,"0590-00106","Burn_3",5.85410781771323,334.690657130118,7.42920611231436
"control",590,"0590-00107","Burn_3",5.99262522875422,259.842983053068,9.25393701453592
"control",590,"0590-00109","Burn_3",8.020206973371,384.866714769274,12.8896434964709
"control",590,"0590-00111","Burn_3",5.95521710300886,397.986512796324,11.5784217846542
"control",590,"0590-00113","Burn_3",-44.5509853206274,293.729128961064,9.48083724878718
"control",590,"0590-00115","Burn_3",4.68800203787773,188.612402008035,3.10507754581513
"control",590,"0590-00116","Burn_3",3.77766443031956,126.054196895196,4.46041665667123
"control",590,"0590-00117","Burn_3",2.54531092936351,87.995866243069,2.00664796994857
"control",590,"0590-00118","Burn_3",7.47606282880049,297.149494461049,6.59621991701521
